0,1,2,3
"Langkawi MP's sexist remarks is sexual harassment; needs to be punished, says women's group","KUALA LUMPUR: Strong action needs to be taken against the Langkawi member of parliament Datuk Mohd Suhaimi Abdullah for his sexist remarks in parliament, said International Women’s Alliance for Family Institution and Quality Education (Wafiq) president, Prof Dr Rafidah Hanim Mokhtar.",2023-10-28,Politics
Perlis assemblymen warned against fanning flames of discord in state coalition,ARAU: Perlis assemblymen have been reminded against fanning fire on the alleged rift among the Perikatan Nasional coalition in the state. ,2023-10-27,Politics
Hadi: Treat opposition fairly as we're not enemies,"KUALA LUMPUR: The government must treat opposition members of parliament fairly and provide allocations equal to what is given to government parliamentarians, says Pas president Tan Sri Abdul Hadi Awang. ",2023-10-24,Politics
Jepak By-Election: Aspirasi candidate wants to be the voice of youth,"BINTULU: The Sarawak People’s Aspiration Party (Aspirasi) candidate for the Jepak state by-election, Chieng Lea Phing, wants to be the voice that brings issues pertaining to youths in the area.",2023-10-24,Politics
"Ramasamy: DHPP in sad state, non-Muslim members lack voting rights",GEORGE TOWN: Pas non-Muslim Supporters Wing (DHPP) is trying to create a positive image of the Islamist party.,2023-10-24,Politics
Kemaman by-election : MIC will help campaign for candidate from unity govt coalition,ALOR GAJAH: The Malaysian Indian Congress (MIC) has given an assurance that the party will help to campaign for the candidate from the party representing the unity government in the Kemaman parliamentary by-election in Terengganu this December.,2023-10-22,Politics
Umno will continue to defend core struggles - Zahid,"KUALA LUMPUR: Umno will continue to defend its core struggles for the sake of religion, race and country, its president Datuk Seri Dr Ahmad Zahid Hamidi said. ",2023-10-22,Politics
Sabah PH chose to support GRS during Kinabalu Move for political stability,KOTA KINABALU: Sabah Pakatan Harapan (PH) leaders supported the Gabungan Rakyat Sabah (GRS) coalition to ensure political stability. ,2023-10-22,Politics
Jepak by-election second test for young Sarawakian voters,BINTULU:  The Jepak state by-election will be the second platform for Gabungan Parti Sarawak (GPS) to evaluate the support of young voters for the ruling coalition party.,2023-10-22,Politics
Loke: DAP has never been anti-monarchy,"SEREMBAN: DAP has never been anti-monarchy and instead upholds the constitutional monarchy system and respects the royal institution as enshrined in the Federal Constitution, its secretary-general Anthony Loke said today.",2023-10-22,Politics
MCA passes five resolutions at 70th General Assembly,"KUALA LUMPUR: The 70th MCA General Assembly today unanimously passed five resolutions covering party affairs, politics, government, economy and education.",2023-10-22,Politics
MCA remains steadfast as a constructive party to uphold unity govt - Wee,"KUALA LUMPUR: Being a part of the unity government but not holding any federal positions would not prevent MCA from being a constructive political party to safeguard the country’s political stability, says its president.",2023-10-22,Politics
"Umno to contest Kemaman by-election, emphasises grassroots connection","PASIR GUDANG: Barisan Nasional (BN), through Umno, has announced its intention to field a candidate for the upcoming Kemaman parliamentary by-election on Dec 2. ",2023-10-22,Politics
Takiyuddin re-appointed as Pas sec-gen,SHAH ALAM: Kota Baru member of Parliament Datuk Seri Takiyuddin Hassan has been re-appointed as Pas secretary-general for the 2023-2025 term.,2023-10-22,Politics
'Those who say Pas is against non-muslims are envious': Balasubramaniam,"SHAH ALAM: Those who relentlessly attack Pas for being ""extremist"" are trying to paint a bad picture against the Islamist party among the non-Muslim people in the country, the party's non-Muslim wing leader said.",2023-10-22,Politics
Abdul Hadi returned unopposed as Pas president,SHAH ALAM: Tan Sri Abdul Hadi Awang has been returned unopposed as Pas president for the 2023-2025 term.,2023-10-22,Politics
"Hadi to Pas leaders: 'Don't be a vengeful govt, be fair to all'",SHAH ALAM: Pas leaders have been reminded to exercise fairness and avoid engaging in politics driven by vengeance. ,2023-10-22,Politics
"Hadi to Pas leaders: 'Don't be a vengeful govt, be fair to all'",SHAH ALAM: Pas leaders have been reminded to exercise fairness and avoid engaging in politics driven by vengeance. ,2023-10-22,Politics
'Door's closed for now' says Pas veep on possibility of Umno team-up,SHAH ALAM: Pas vice-president Datuk Idris Ahmad today alluded that the door is closed for now to any form of political cooperation between the Islamist party and Umno.,2023-10-22,Politics
"'Islam is for all', Pas veep rubbishes claims party has changed under current leadership",SHAH ALAM: A top Pas leader today dismissed claims that the Islamist party under the leadership of Tan Sri Abdul Hadi Awang is different from when it was being headed by the late Tan Sri Nik Abdul Aziz Nik Mat.,2023-10-22,Politics
"Kedah MB Sanusi returns as Pas central committee member, highest votes","SHAH ALAM: Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Noor has returned as Pas central committee member for the 2023-2025 term which was decided in the party election, coinciding with the Islamist party's 69th Muktamar (general assembly) here today.",2023-10-22,Politics
Pas eyes Perak and Pahang; gears up for GE16,SHAH ALAM: Pas has set its eyes on capturing Perak and Pahang in the 16th general election (GE16). ,2023-10-22,Politics
MIC needs young capable leaders to strengthen party - president,"SEREMBAN: MIC needs young, authoritative leaders capable of strengthening the party, its president Tan Sri S. A. Vigneswaran said.",2023-10-22,Politics
Pas leader says DAP will leave once Umno refuses to heed advice,SHAH ALAM: Pas vice-president Idris Ahmad warned Umno that DAP would distance itself if Umno ceased to heed the party's advice.,2023-10-22,Politics
Pas confident on winning Kemaman by-election - Tuan Ibrahim,KUALA LUMPUR: Pas is confident of retaining the Kemaman parliamentary seat that is set to be contested in December.,2023-10-22,Politics
"DPM Fadillah: Political stability, unity, ethnic harmony the foundation of Sarawak achievements","KUALA LUMPUR: Deputy Prime Minister Datuk Seri Fadillah Yusof said all the significant achievements Sarawak has attained up to this point could not have been accomplished without political stability, unity and ethnic harmony.",2023-10-22,Politics
"Pas is not the same as Umno, says new Youth chief",SHAH ALAM: Newly-elected Pas Youth chief Afnan Hamimi Taib Azamudden has brushed off attempts to compare the party's internal polls with Umno.,2023-10-22,Politics
Newly-elected Pas Youth chief imitates Anwar during ceramah,SHAH ALAM: The newly-elected Pas Youth chief Afnan Hamimi Taib Azamudden impersonated Prime Minister Datuk Seri Anwar Ibrahim in his speech during a grand ceramah at the party's 69th Muktamar (general assembly).,2023-10-22,Politics
MCA will help in Kemaman by-election - Mah,"KUALA LUMPUR: MCA, as a component party of Barisan Nasional, will help in the Kemaman by-election to be held in December, said deputy president Datuk Dr Mah Hang Soon.",2023-10-21,Politics
"MCA Women wing passes 7 resolutions, Youth passes 9 at respective assemblies","KUALA LUMPUR: The 48th MCA Women's General Assembly today unanimously passed seven resolutions, covering party affairs, the economy, religion, agriculture, food security, laws and institutional reforms.",2023-10-21,Politics
Abang Johari appreciates PH not contesting in Jepak by-election,KUALA LUMPUR: Gabungan Parti Sarawak (GPS) appreciates the decision of Pakatan Harapan (PH) not to nominate a candidate for the Jepak state by-election. ,2023-10-21,Politics
Kedah MB decries tightened media control in Malaysia,"SHAH ALAM: In a candid address, outspoken Pas leader Datuk Seri Muhammad Sanusi Md Noor voiced his concerns today, asserting that the democracy of the media in the country is eroding.",2023-10-21,Politics
Malaysia is not a secular country: Tuan Ibrahim tells DAP MP,SHAH ALAM: Pas has shot down a DAP leader’s suggestion for the party to accept Malaysia as a secular country if it wishes to woo non-Malays.,2023-10-21,Politics
Tuan Ibrahim: Pas yet to decide on candidate for Kemaman by-election,"SHAH ALAM: Pas has yet to decide its candidate for Kemaman by-election, which had been set for Dec 2. ",2023-10-21,Politics
Beyond politics: SG4 initiative aims to unite four states under PN pact for prosperity,"SHAH ALAM: All political leaders, including DAP veteran Tan Sri Lim Kit Siang, are welcome to provide their views and inputs on ways to develop the four states controlled by the Perikatan Nasional (PN) pact.",2023-10-21,Politics
Hadi's statement at Pas Muktamar does not reflect true Islamic values - PM's political secretary,"KUALA LUMPUR: Pas president Tan Sri Abdul Hadi Awang’s statement at the 69th Pas Muktamar yesterday regarding the Madani government does not reflect him as a religious man with true Islamic values, said the Prime Minister’s political secretary, Ahmad Farhan Fauzi.",2023-10-21,Politics
Jepak by-election: GPS confident but will not take challenge lightly - Awang Tengah,BINTULU: Gabungan Parti Sarawak (GPS) is confident of winning the Jepak by-election but will not take the challenge of the opposing parties lightly.,2023-10-21,Politics
Jepak by-election: GPS confident but will not take challenge lightly - Awang Tengah,BINTULU: Gabungan Parti Sarawak (GPS) is confident of winning the Jepak by-election but will not take the challenge of the opposing parties lightly.,2023-10-21,Politics
"'Pas has always been open to working with non-Muslims, except extremists'","SHAH ALAM: Pas has always been open to working with non-Muslims, except those with “extreme” views against Muslims and Malays. ",2023-10-21,Politics
Pas Muktamar: Emulate Kedah PN formula to make coalition more appealing to non-Muslims,SHAH ALAM: Pas and Perikatan Nasional (PN) top leadership have been urged to emulate the formula adopted by the coalition in Kedah in an effort to make the opposition pact more appealing to all people including non-Muslims in the country.,2023-10-21,Politics
Three-cornered fight in Jepak,"BINTULU: The Jepak state by-election will see a three-way battle between the candidates of Gabungan Parti Sarawak (GPS), Parti Bumi Kenyalang (PBK) and Parti Aspirasi Rakyat Sarawak (Aspirasi).",2023-10-21,Politics
"Pas Muktamar: 'Don't just field candidates, back them up with machinery'",SHAH ALAM: The top leadership in Pas and Perikatan Nasional (PN) have been told to not just merely field candidates in the next general elections but also ensure that they are backed by election machinery.,2023-10-21,Politics
Nominations close for the Jepak by-election,BINTULU: Nominations for the Jepak state by-election have closed at Dewan Suarah here. ,2023-10-21,Politics
Sanusi to Rayer: 'Come forward with your accusations if you're man enough',SHAH ALAM: Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has challenged Jelutong member of parliament RSN Rayer to provide evidence that he insulted Datuk Seri Anwar Ibrahim as alleged.,2023-10-21,Politics
